sample	species	genus	superkingdom	taxonReads
ELS165S9	Synechococcus lacustris	Synechococcus	Bacteria	13
ELS167S10	Synechococcus lacustris	Synechococcus	Bacteria	27
IE111L-1_S1	Synechococcus lacustris	Synechococcus	Bacteria	11
IE111L-2_S2	Synechococcus lacustris	Synechococcus	Bacteria	17
IE111L-3_S3	Synechococcus lacustris	Synechococcus	Bacteria	20
IE111L-4_S1	Synechococcus lacustris	Synechococcus	Bacteria	4
IE111L-5_S5	Synechococcus lacustris	Synechococcus	Bacteria	53
IE111L-6_S6	Synechococcus lacustris	Synechococcus	Bacteria	16
IE111L-7_S7	Synechococcus lacustris	Synechococcus	Bacteria	9
IE112L-1_S9	Synechococcus lacustris	Synechococcus	Bacteria	14
IE112L-2_S10	Synechococcus lacustris	Synechococcus	Bacteria	4
IE112L-3_S11	Synechococcus lacustris	Synechococcus	Bacteria	1
IE112L-4_S17	Synechococcus lacustris	Synechococcus	Bacteria	16
IE112L-5_S18	Synechococcus lacustris	Synechococcus	Bacteria	25
IE112L-6_S19	Synechococcus lacustris	Synechococcus	Bacteria	21
IE112L-7_S12	Synechococcus lacustris	Synechococcus	Bacteria	4
IE113L-1_S13	Synechococcus lacustris	Synechococcus	Bacteria	61
IE113L-2_S14	Synechococcus lacustris	Synechococcus	Bacteria	7
IE113L-3_S3	Synechococcus lacustris	Synechococcus	Bacteria	23
IE113L-4_S4	Synechococcus lacustris	Synechococcus	Bacteria	5
IE113L-5_S5	Synechococcus lacustris	Synechococcus	Bacteria	21
IE113L-6_S6	Synechococcus lacustris	Synechococcus	Bacteria	9
IE113L-7_S7	Synechococcus lacustris	Synechococcus	Bacteria	14
IE114L-1_S9	Synechococcus lacustris	Synechococcus	Bacteria	6
IE114L-2_S10	Synechococcus lacustris	Synechococcus	Bacteria	4
IE114L-3_S11	Synechococcus lacustris	Synechococcus	Bacteria	26
JK079L-10-WDH_S10	Synechococcus lacustris	Synechococcus	Bacteria	2
JK079L-11-WDH_S11	Synechococcus lacustris	Synechococcus	Bacteria	1
JK079L-12-WDH_S12	Synechococcus lacustris	Synechococcus	Bacteria	1
JK079L-13-WDH_S13	Synechococcus lacustris	Synechococcus	Bacteria	3
JK079L-14-WDH_S14	Synechococcus lacustris	Synechococcus	Bacteria	49
JK079L-2_S2	Synechococcus lacustris	Synechococcus	Bacteria	35
JK079L-3_S3	Synechococcus lacustris	Synechococcus	Bacteria	12
JK079L-5_S5	Synechococcus lacustris	Synechococcus	Bacteria	59
JK079L-6-WDH_S6	Synechococcus lacustris	Synechococcus	Bacteria	36
JK079L-7-WDH_S7	Synechococcus lacustris	Synechococcus	Bacteria	1
JK079L-8_S8	Synechococcus lacustris	Synechococcus	Bacteria	82
JK079L-9_S9	Synechococcus lacustris	Synechococcus	Bacteria	8
JK080L-1_S17	Synechococcus lacustris	Synechococcus	Bacteria	7
JK080L-10_S26	Synechococcus lacustris	Synechococcus	Bacteria	6
JK080L-11_S27	Synechococcus lacustris	Synechococcus	Bacteria	1
JK080L-12_S28	Synechococcus lacustris	Synechococcus	Bacteria	6
JK080L-14_S30	Synechococcus lacustris	Synechococcus	Bacteria	1
JK080L-2_S18	Synechococcus lacustris	Synechococcus	Bacteria	5
JK080L-4_S20	Synechococcus lacustris	Synechococcus	Bacteria	6
JK080L-6_S22	Synechococcus lacustris	Synechococcus	Bacteria	13
JK080L-7_S23	Synechococcus lacustris	Synechococcus	Bacteria	5
JK080L-8_S24	Synechococcus lacustris	Synechococcus	Bacteria	2
JK080L-9_S25	Synechococcus lacustris	Synechococcus	Bacteria	4
JK081L-1_S1	Synechococcus lacustris	Synechococcus	Bacteria	50
JK081L-11_S11	Synechococcus lacustris	Synechococcus	Bacteria	3
JK081L-12_S12	Synechococcus lacustris	Synechococcus	Bacteria	2
JK081L-13_S13	Synechococcus lacustris	Synechococcus	Bacteria	1
JK081L-2_S2	Synechococcus lacustris	Synechococcus	Bacteria	20
JK081L-3_S3	Synechococcus lacustris	Synechococcus	Bacteria	4
JK081L-4_S4	Synechococcus lacustris	Synechococcus	Bacteria	11
JK081L-6_S6	Synechococcus lacustris	Synechococcus	Bacteria	6
JK081L-7_S7	Synechococcus lacustris	Synechococcus	Bacteria	5
JK081L-8_S8	Synechococcus lacustris	Synechococcus	Bacteria	3
JK081L-9_S9	Synechococcus lacustris	Synechococcus	Bacteria	2
JK105L-6_S21	Synechococcus lacustris	Synechococcus	Bacteria	62
JK109L-4_S21	Synechococcus lacustris	Synechococcus	Bacteria	9
JK109L-4_S22	Synechococcus lacustris	Synechococcus	Bacteria	16
JK109L-5_S30	Synechococcus lacustris	Synechococcus	Bacteria	4
JK109L-6_S31	Synechococcus lacustris	Synechococcus	Bacteria	10
JK115L-2_S24	Synechococcus lacustris	Synechococcus	Bacteria	23
JK115L-4_S23	Synechococcus lacustris	Synechococcus	Bacteria	9
JK137L-3_S11	Synechococcus lacustris	Synechococcus	Bacteria	1
JK137L-5_S13	Synechococcus lacustris	Synechococcus	Bacteria	1
JoW007L-4_S4	Synechococcus lacustris	Synechococcus	Bacteria	1
StB106L-01_S9	Synechococcus lacustris	Synechococcus	Bacteria	1
StB109L-01_S25	Synechococcus lacustris	Synechococcus	Bacteria	1
StB109L-04_S28	Synechococcus lacustris	Synechococcus	Bacteria	1
WJ192L-1_S29	Synechococcus lacustris	Synechococcus	Bacteria	8
WJ192L-5_S32	Synechococcus lacustris	Synechococcus	Bacteria	1
WJ194L-2_S22	Synechococcus lacustris	Synechococcus	Bacteria	50
WJ194L-5_S25	Synechococcus lacustris	Synechococcus	Bacteria	1
WJ195L-1_S17	Synechococcus lacustris	Synechococcus	Bacteria	2
WJ195L-5_S18	Synechococcus lacustris	Synechococcus	Bacteria	1
WJ196L-10_S10	Synechococcus lacustris	Synechococcus	Bacteria	9
WJ196L-11_S11	Synechococcus lacustris	Synechococcus	Bacteria	2
WJ196L-12_S12	Synechococcus lacustris	Synechococcus	Bacteria	3
WJ196L-13_S13	Synechococcus lacustris	Synechococcus	Bacteria	2
WJ196L-4_S4	Synechococcus lacustris	Synechococcus	Bacteria	2
WJ196L-5_S5	Synechococcus lacustris	Synechococcus	Bacteria	3
WJ196L-6_S6	Synechococcus lacustris	Synechococcus	Bacteria	5
WJ196L-7_S7	Synechococcus lacustris	Synechococcus	Bacteria	9
WJ196L-8_S8	Synechococcus lacustris	Synechococcus	Bacteria	21
WJ196L-9_S9	Synechococcus lacustris	Synechococcus	Bacteria	15
201118_A00902_B_L1-2_APMG_19_7	Synechococcus moorigangaii	Synechococcus	Bacteria	1
JK081L-3_S3	Synechococcus moorigangaii	Synechococcus	Bacteria	1
200313_A00902_A_L001_APMG-8-12	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
200313_A00902_A_L001_APMG-8-8	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
200313_A00902_A_L002_APMG-9-10	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
200313_A00902_A_L002_APMG-9-9	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_1	Synechococcus sp. 1G10	Synechococcus	Bacteria	3
201118_A00902_B_L1-2_APMG_19_11	Synechococcus sp. 1G10	Synechococcus	Bacteria	2
201118_A00902_B_L1-2_APMG_19_16	Synechococcus sp. 1G10	Synechococcus	Bacteria	6
201118_A00902_B_L1-2_APMG_19_2	Synechococcus sp. 1G10	Synechococcus	Bacteria	6
201118_A00902_B_L1-2_APMG_19_3	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_7	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_9	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
210810_A00902_B_L001_APMG-37-1	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
210810_A00902_B_L001_APMG-37-8	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
210810_A00902_B_L002_APMG-38-1	Synechococcus sp. 1G10	Synechococcus	Bacteria	3
210810_A00902_B_L002_APMG-38-4	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
BH193L-2_S19	Synechococcus sp. 1G10	Synechococcus	Bacteria	2
BH193L-5_S24	Synechococcus sp. 1G10	Synechococcus	Bacteria	3
BH194L-1_S25	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
BH194L-3_S25	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
BH194L-4_S16	Synechococcus sp. 1G10	Synechococcus	Bacteria	2
BH194L-4_S17	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
BH194L-7_S17	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
BH195L-2_S19	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
ELS162S7	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
ELS165S9	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
ELS167S10	Synechococcus sp. 1G10	Synechococcus	Bacteria	2
IE111L-1_S1	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
IE111L-2_S2	Synechococcus sp. 1G10	Synechococcus	Bacteria	2
IE111L-3_S3	Synechococcus sp. 1G10	Synechococcus	Bacteria	2
IE111L-4_S1	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
IE111L-5_S5	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
IE111L-7_S7	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
IE112L-4_S17	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
IE112L-6_S19	Synechococcus sp. 1G10	Synechococcus	Bacteria	2
IE113L-1_S13	Synechococcus sp. 1G10	Synechococcus	Bacteria	2
IE113L-2_S14	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
IE113L-3_S3	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
IE113L-4_S4	Synechococcus sp. 1G10	Synechococcus	Bacteria	3
IE113L-5_S5	Synechococcus sp. 1G10	Synechococcus	Bacteria	2
IE113L-6_S6	Synechococcus sp. 1G10	Synechococcus	Bacteria	2
IE113L-7_S7	Synechococcus sp. 1G10	Synechococcus	Bacteria	2
IE114L-1_S9	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
IE114L-3_S11	Synechococcus sp. 1G10	Synechococcus	Bacteria	5
JK079L-13-WDH_S13	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
JK079L-2_S2	Synechococcus sp. 1G10	Synechococcus	Bacteria	3
JK079L-6-WDH_S6	Synechococcus sp. 1G10	Synechococcus	Bacteria	2
JK080L-1_S17	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
JK080L-13_S29	Synechococcus sp. 1G10	Synechococcus	Bacteria	4
JK080L-3_S19	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
JK080L-7_S23	Synechococcus sp. 1G10	Synechococcus	Bacteria	2
JK080L-9_S25	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
JK081L-1_S1	Synechococcus sp. 1G10	Synechococcus	Bacteria	2
JK081L-12_S12	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
JK081L-4_S4	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
JK081L-6_S6	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
JK081L-7_S7	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
JK105L-6_S21	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
JK109L-4_S22	Synechococcus sp. 1G10	Synechococcus	Bacteria	2
JK109L-5_S30	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
JK115L-2_S24	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
JK115L-4_S23	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
JK136L-2_S2	Synechococcus sp. 1G10	Synechococcus	Bacteria	2
JK138L-1_S17	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
JK138L-4_S20	Synechococcus sp. 1G10	Synechococcus	Bacteria	2
JK138L-6_S22	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
StB097L-02_S2	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
StB097L-06_S6	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
StB108L-01_S17	Synechococcus sp. 1G10	Synechococcus	Bacteria	2
StB108L-05_S21	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
WJ192L-1_S29	Synechococcus sp. 1G10	Synechococcus	Bacteria	3
WJ194L-2_S22	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
WJ194L-4_S24	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
WJ194L-5_S25	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
WJ196L-10_S10	Synechococcus sp. 1G10	Synechococcus	Bacteria	12
WJ196L-11_S11	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
WJ196L-12_S12	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
WJ196L-14_S14	Synechococcus sp. 1G10	Synechococcus	Bacteria	1
WJ196L-4_S4	Synechococcus sp. 1G10	Synechococcus	Bacteria	64
WJ196L-5_S5	Synechococcus sp. 1G10	Synechococcus	Bacteria	9
WJ196L-6_S6	Synechococcus sp. 1G10	Synechococcus	Bacteria	7
WJ196L-7_S7	Synechococcus sp. 1G10	Synechococcus	Bacteria	6
WJ196L-8_S8	Synechococcus sp. 1G10	Synechococcus	Bacteria	17
WJ196L-9_S9	Synechococcus sp. 1G10	Synechococcus	Bacteria	58
JK080L-14_S30	Synechococcus sp. 53-4	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_11	Synechococcus sp. 63AY4M2	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_12	Synechococcus sp. 63AY4M2	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_14	Synechococcus sp. 63AY4M2	Synechococcus	Bacteria	2
IE111L-1_S1	Synechococcus sp. 63AY4M2	Synechococcus	Bacteria	1
IE111L-5_S5	Synechococcus sp. 63AY4M2	Synechococcus	Bacteria	2
IE112L-3_S11	Synechococcus sp. 63AY4M2	Synechococcus	Bacteria	1
WJ192L-3_S30	Synechococcus sp. 63AY4M2	Synechococcus	Bacteria	1
WJ194L-3_S23	Synechococcus sp. 63AY4M2	Synechococcus	Bacteria	1
BH195L-4_S29	Synechococcus sp. 65AY640	Synechococcus	Bacteria	1
IE112L-1_S9	Synechococcus sp. 65AY6A5	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_15	Synechococcus sp. 65AY6Li	Synechococcus	Bacteria	2
JK079L-11-WDH_S11	Synechococcus sp. 65AY6Li	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_3	Synechococcus sp. 8F6	Synechococcus	Bacteria	1
210810_A00902_B_L001_APMG-37-1	Synechococcus sp. 8F6	Synechococcus	Bacteria	1
210810_A00902_B_L001_APMG-37-2	Synechococcus sp. 8F6	Synechococcus	Bacteria	1
210810_A00902_B_L001_APMG-37-4	Synechococcus sp. 8F6	Synechococcus	Bacteria	1
210810_A00902_B_L002_APMG-38-4	Synechococcus sp. 8F6	Synechococcus	Bacteria	1
BH193L-4_S23	Synechococcus sp. 8F6	Synechococcus	Bacteria	1
BH194L-1_S25	Synechococcus sp. 8F6	Synechococcus	Bacteria	10
BH195L-1_S27	Synechococcus sp. 8F6	Synechococcus	Bacteria	1
BH195L-3_S28	Synechococcus sp. 8F6	Synechococcus	Bacteria	1
IE111L-5_S5	Synechococcus sp. 8F6	Synechococcus	Bacteria	2
IE112L-1_S9	Synechococcus sp. 8F6	Synechococcus	Bacteria	1
JK079L-8_S8	Synechococcus sp. 8F6	Synechococcus	Bacteria	1
JK081L-2_S2	Synechococcus sp. 8F6	Synechococcus	Bacteria	1
JK081L-3_S3	Synechococcus sp. 8F6	Synechococcus	Bacteria	1
JK081L-8_S8	Synechococcus sp. 8F6	Synechococcus	Bacteria	1
JK105L-6_S21	Synechococcus sp. 8F6	Synechococcus	Bacteria	2
JK109L-4_S22	Synechococcus sp. 8F6	Synechococcus	Bacteria	1
WJ196L-10_S10	Synechococcus sp. 8F6	Synechococcus	Bacteria	1
WJ196L-4_S4	Synechococcus sp. 8F6	Synechococcus	Bacteria	1
191011_SND405_A_L007_APMG-6-2	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
191011_SND405_A_L007_APMG-6-3	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
200313_A00902_A_L002_APMG-9-3	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_1	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	2
201118_A00902_B_L1-2_APMG_19_15	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_16	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	3
201118_A00902_B_L1-2_APMG_19_3	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
210810_A00902_B_L001_APMG-37-9	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
210810_A00902_B_L002_APMG-38-7	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	2
ELS162S7	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	2
IE111L-3_S3	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	2
IE111L-4_S1	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
IE111L-5_S5	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	2
IE112L-1_S9	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
IE112L-6_S19	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
IE112L-7_S12	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
IE113L-3_S3	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
IE113L-4_S4	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	3
IE113L-7_S7	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
IE114L-2_S10	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	2
IE114L-3_S11	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
JK079L-12-WDH_S12	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
JK079L-5_S5	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
JK080L-11_S27	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
JK080L-2_S18	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
JK080L-8_S24	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
JK081L-2_S2	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
JK081L-7_S7	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
JK105L-6_S21	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
JK109L-4_S22	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
JK115L-2_S24	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	2
JK136L-4_S4	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
JK137L-2_S10	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
JK138L-6_S22	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	4
JoW002L-6_S14	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	2
JoW005L-2_S34	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
StB097L-02_S2	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
StB108L-01_S17	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
StB109L-05_S29	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	2
StB109L-06_S30	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	3
WJ192L-1_S29	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
WJ194L-2_S22	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
WJ194L-3_S23	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
WJ196L-11_S11	Synechococcus sp. A10-1-5-1	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_12	Synechococcus sp. A15-127	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_16	Synechococcus sp. A15-127	Synechococcus	Bacteria	2
201118_A00902_B_L1-2_APMG_19_8	Synechococcus sp. A15-127	Synechococcus	Bacteria	1
210810_A00902_B_L001_APMG-37-8	Synechococcus sp. A15-127	Synechococcus	Bacteria	1
210810_A00902_B_L002_APMG-38-3	Synechococcus sp. A15-127	Synechococcus	Bacteria	3
BH194L-7_S18	Synechococcus sp. A15-127	Synechococcus	Bacteria	1
IE111L-2_S2	Synechococcus sp. A15-127	Synechococcus	Bacteria	1
IE112L-4_S17	Synechococcus sp. A15-127	Synechococcus	Bacteria	1
IE113L-2_S14	Synechococcus sp. A15-127	Synechococcus	Bacteria	1
IE113L-4_S4	Synechococcus sp. A15-127	Synechococcus	Bacteria	1
IE113L-6_S6	Synechococcus sp. A15-127	Synechococcus	Bacteria	1
IE114L-3_S11	Synechococcus sp. A15-127	Synechococcus	Bacteria	1
JK080L-13_S29	Synechococcus sp. A15-127	Synechococcus	Bacteria	1
JK080L-9_S25	Synechococcus sp. A15-127	Synechococcus	Bacteria	1
JK081L-2_S2	Synechococcus sp. A15-127	Synechococcus	Bacteria	2
JK136L-3_S3	Synechococcus sp. A15-127	Synechococcus	Bacteria	1
JoW007L-2_S2	Synechococcus sp. A15-127	Synechococcus	Bacteria	1
StB097L-04_S4	Synechococcus sp. A15-127	Synechococcus	Bacteria	1
WJ196L-4_S4	Synechococcus sp. A15-127	Synechococcus	Bacteria	1
JK081L-4_S4	Synechococcus sp. A15-19	Synechococcus	Bacteria	1
200313_A00902_A_L001_APMG-8-9	Synechococcus sp. A15-24	Synechococcus	Bacteria	1
210810_A00902_B_L002_APMG-38-1	Synechococcus sp. A15-24	Synechococcus	Bacteria	1
BH194L-7_S18	Synechococcus sp. A15-24	Synechococcus	Bacteria	2
IE111L-1_S1	Synechococcus sp. A15-24	Synechococcus	Bacteria	1
IE113L-5_S5	Synechococcus sp. A15-24	Synechococcus	Bacteria	1
IE113L-7_S7	Synechococcus sp. A15-24	Synechococcus	Bacteria	1
JK079L-3_S3	Synechococcus sp. A15-24	Synechococcus	Bacteria	1
JK079L-7-WDH_S7	Synechococcus sp. A15-24	Synechococcus	Bacteria	1
JK080L-8_S24	Synechococcus sp. A15-24	Synechococcus	Bacteria	1
JK081L-2_S2	Synechococcus sp. A15-24	Synechococcus	Bacteria	1
JK081L-8_S8	Synechococcus sp. A15-24	Synechococcus	Bacteria	1
JK081L-9_S9	Synechococcus sp. A15-24	Synechococcus	Bacteria	1
JK109L-6_S31	Synechococcus sp. A15-24	Synechococcus	Bacteria	1
JK136L-2_S2	Synechococcus sp. A15-24	Synechococcus	Bacteria	1
JK136L-4_S4	Synechococcus sp. A15-24	Synechococcus	Bacteria	1
JK138L-1_S17	Synechococcus sp. A15-24	Synechococcus	Bacteria	1
JoW001L-2_S2	Synechococcus sp. A15-24	Synechococcus	Bacteria	1
JoW007L-1_S1	Synechococcus sp. A15-24	Synechococcus	Bacteria	1
StB106L-02_S10	Synechococcus sp. A15-24	Synechococcus	Bacteria	1
StB106L-04_S12	Synechococcus sp. A15-24	Synechococcus	Bacteria	1
StB109L-06_S30	Synechococcus sp. A15-24	Synechococcus	Bacteria	1
WJ192L-3_S30	Synechococcus sp. A15-24	Synechococcus	Bacteria	1
WJ192L-5_S32	Synechococcus sp. A15-24	Synechococcus	Bacteria	1
WJ194L-6_S26	Synechococcus sp. A15-24	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_12	Synechococcus sp. A15-28	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_14	Synechococcus sp. A15-28	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_15	Synechococcus sp. A15-28	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_3	Synechococcus sp. A15-28	Synechococcus	Bacteria	1
210810_A00902_B_L001_APMG-37-2	Synechococcus sp. A15-28	Synechococcus	Bacteria	1
210810_A00902_B_L002_APMG-38-1	Synechococcus sp. A15-28	Synechococcus	Bacteria	1
210810_A00902_B_L002_APMG-38-4	Synechococcus sp. A15-28	Synechococcus	Bacteria	1
210810_A00902_B_L002_APMG-38-5	Synechococcus sp. A15-28	Synechococcus	Bacteria	1
BH194L-3_S25	Synechococcus sp. A15-28	Synechococcus	Bacteria	1
BH194L-4_S16	Synechococcus sp. A15-28	Synechococcus	Bacteria	1
ELS165S9	Synechococcus sp. A15-28	Synechococcus	Bacteria	1
IE111L-4_S1	Synechococcus sp. A15-28	Synechococcus	Bacteria	1
IE111L-5_S5	Synechococcus sp. A15-28	Synechococcus	Bacteria	1
IE112L-3_S11	Synechococcus sp. A15-28	Synechococcus	Bacteria	1
IE112L-4_S17	Synechococcus sp. A15-28	Synechococcus	Bacteria	1
IE113L-4_S4	Synechococcus sp. A15-28	Synechococcus	Bacteria	1
IE113L-6_S6	Synechococcus sp. A15-28	Synechococcus	Bacteria	1
IE114L-2_S10	Synechococcus sp. A15-28	Synechococcus	Bacteria	1
JK079L-12-WDH_S12	Synechococcus sp. A15-28	Synechococcus	Bacteria	1
JK080L-11_S27	Synechococcus sp. A15-28	Synechococcus	Bacteria	1
JK080L-14_S30	Synechococcus sp. A15-28	Synechococcus	Bacteria	1
JK080L-7_S23	Synechococcus sp. A15-28	Synechococcus	Bacteria	1
JK081L-1_S1	Synechococcus sp. A15-28	Synechococcus	Bacteria	1
JK081L-7_S7	Synechococcus sp. A15-28	Synechococcus	Bacteria	1
