sample	family	superkingdom	taxonReads
WJ194L-5_S25	Synechococcaceae	Bacteria	36
WJ194L-6_S26	Synechococcaceae	Bacteria	41
WJ195L-1_S17	Synechococcaceae	Bacteria	45
WJ195L-5_S18	Synechococcaceae	Bacteria	28
WJ196L-10_S10	Synechococcaceae	Bacteria	498
WJ196L-11_S11	Synechococcaceae	Bacteria	124
WJ196L-12_S12	Synechococcaceae	Bacteria	140
WJ196L-13_S13	Synechococcaceae	Bacteria	51
WJ196L-14_S14	Synechococcaceae	Bacteria	61
WJ196L-15_S15	Synechococcaceae	Bacteria	26
WJ196L-4_S4	Synechococcaceae	Bacteria	1073
WJ196L-5_S5	Synechococcaceae	Bacteria	217
WJ196L-6_S6	Synechococcaceae	Bacteria	115
WJ196L-7_S7	Synechococcaceae	Bacteria	327
WJ196L-8_S8	Synechococcaceae	Bacteria	469
WJ196L-9_S9	Synechococcaceae	Bacteria	1441
191011_SND405_A_L007_APMG-6-1	unassigned Alphaproteobacteria family	Bacteria	6783
191011_SND405_A_L007_APMG-6-2	unassigned Alphaproteobacteria family	Bacteria	886
191011_SND405_A_L007_APMG-6-3	unassigned Alphaproteobacteria family	Bacteria	4710
191011_SND405_A_L007_APMG-6-4	unassigned Alphaproteobacteria family	Bacteria	699
191011_SND405_A_L007_APMG-6-5	unassigned Alphaproteobacteria family	Bacteria	740
191011_SND405_A_L007_APMG-6-6	unassigned Alphaproteobacteria family	Bacteria	8107
191011_SND405_A_L007_APMG-6-7	unassigned Alphaproteobacteria family	Bacteria	5
191011_SND405_A_L007_APMG-6-8	unassigned Alphaproteobacteria family	Bacteria	7
200313_A00902_A_L001_APMG-8-1	unassigned Alphaproteobacteria family	Bacteria	2208
200313_A00902_A_L001_APMG-8-10	unassigned Alphaproteobacteria family	Bacteria	7902
200313_A00902_A_L001_APMG-8-11	unassigned Alphaproteobacteria family	Bacteria	4926
200313_A00902_A_L001_APMG-8-12	unassigned Alphaproteobacteria family	Bacteria	9099
200313_A00902_A_L001_APMG-8-2	unassigned Alphaproteobacteria family	Bacteria	716
200313_A00902_A_L001_APMG-8-3	unassigned Alphaproteobacteria family	Bacteria	1511
200313_A00902_A_L001_APMG-8-4	unassigned Alphaproteobacteria family	Bacteria	2528
200313_A00902_A_L001_APMG-8-5	unassigned Alphaproteobacteria family	Bacteria	2249
200313_A00902_A_L001_APMG-8-6	unassigned Alphaproteobacteria family	Bacteria	811
200313_A00902_A_L001_APMG-8-7	unassigned Alphaproteobacteria family	Bacteria	6
200313_A00902_A_L001_APMG-8-8	unassigned Alphaproteobacteria family	Bacteria	3089
200313_A00902_A_L001_APMG-8-9	unassigned Alphaproteobacteria family	Bacteria	276
200313_A00902_A_L002_APMG-9-1	unassigned Alphaproteobacteria family	Bacteria	2510
200313_A00902_A_L002_APMG-9-10	unassigned Alphaproteobacteria family	Bacteria	13991
200313_A00902_A_L002_APMG-9-11	unassigned Alphaproteobacteria family	Bacteria	7393
200313_A00902_A_L002_APMG-9-12	unassigned Alphaproteobacteria family	Bacteria	5
200313_A00902_A_L002_APMG-9-13	unassigned Alphaproteobacteria family	Bacteria	6
200313_A00902_A_L002_APMG-9-2	unassigned Alphaproteobacteria family	Bacteria	2387
200313_A00902_A_L002_APMG-9-3	unassigned Alphaproteobacteria family	Bacteria	2954
200313_A00902_A_L002_APMG-9-4	unassigned Alphaproteobacteria family	Bacteria	10
200313_A00902_A_L002_APMG-9-5	unassigned Alphaproteobacteria family	Bacteria	7748
200313_A00902_A_L002_APMG-9-6	unassigned Alphaproteobacteria family	Bacteria	9672
200313_A00902_A_L002_APMG-9-7	unassigned Alphaproteobacteria family	Bacteria	23105
200313_A00902_A_L002_APMG-9-8	unassigned Alphaproteobacteria family	Bacteria	16631
200313_A00902_A_L002_APMG-9-9	unassigned Alphaproteobacteria family	Bacteria	13064
201118_A00902_B_L1-2_APMG_19_1	unassigned Alphaproteobacteria family	Bacteria	7215
201118_A00902_B_L1-2_APMG_19_10	unassigned Alphaproteobacteria family	Bacteria	4095
201118_A00902_B_L1-2_APMG_19_11	unassigned Alphaproteobacteria family	Bacteria	8188
201118_A00902_B_L1-2_APMG_19_12	unassigned Alphaproteobacteria family	Bacteria	18226
201118_A00902_B_L1-2_APMG_19_13	unassigned Alphaproteobacteria family	Bacteria	33939
201118_A00902_B_L1-2_APMG_19_14	unassigned Alphaproteobacteria family	Bacteria	3451
201118_A00902_B_L1-2_APMG_19_15	unassigned Alphaproteobacteria family	Bacteria	27777
201118_A00902_B_L1-2_APMG_19_16	unassigned Alphaproteobacteria family	Bacteria	27662
201118_A00902_B_L1-2_APMG_19_17	unassigned Alphaproteobacteria family	Bacteria	8357
201118_A00902_B_L1-2_APMG_19_18	unassigned Alphaproteobacteria family	Bacteria	34
201118_A00902_B_L1-2_APMG_19_19	unassigned Alphaproteobacteria family	Bacteria	10
201118_A00902_B_L1-2_APMG_19_2	unassigned Alphaproteobacteria family	Bacteria	7893
201118_A00902_B_L1-2_APMG_19_20	unassigned Alphaproteobacteria family	Bacteria	36
201118_A00902_B_L1-2_APMG_19_21	unassigned Alphaproteobacteria family	Bacteria	52
201118_A00902_B_L1-2_APMG_19_22	unassigned Alphaproteobacteria family	Bacteria	13
201118_A00902_B_L1-2_APMG_19_3	unassigned Alphaproteobacteria family	Bacteria	6374
201118_A00902_B_L1-2_APMG_19_4	unassigned Alphaproteobacteria family	Bacteria	41
201118_A00902_B_L1-2_APMG_19_5	unassigned Alphaproteobacteria family	Bacteria	7499
201118_A00902_B_L1-2_APMG_19_6	unassigned Alphaproteobacteria family	Bacteria	6387
201118_A00902_B_L1-2_APMG_19_7	unassigned Alphaproteobacteria family	Bacteria	15681
201118_A00902_B_L1-2_APMG_19_8	unassigned Alphaproteobacteria family	Bacteria	6738
201118_A00902_B_L1-2_APMG_19_9	unassigned Alphaproteobacteria family	Bacteria	6737
210810_A00902_B_L001_APMG-37-1	unassigned Alphaproteobacteria family	Bacteria	40468
210810_A00902_B_L001_APMG-37-10	unassigned Alphaproteobacteria family	Bacteria	2257
210810_A00902_B_L001_APMG-37-11	unassigned Alphaproteobacteria family	Bacteria	11352
210810_A00902_B_L001_APMG-37-15	unassigned Alphaproteobacteria family	Bacteria	44
210810_A00902_B_L001_APMG-37-2	unassigned Alphaproteobacteria family	Bacteria	10653
210810_A00902_B_L001_APMG-37-3	unassigned Alphaproteobacteria family	Bacteria	7151
210810_A00902_B_L001_APMG-37-4	unassigned Alphaproteobacteria family	Bacteria	12528
210810_A00902_B_L001_APMG-37-5	unassigned Alphaproteobacteria family	Bacteria	7
210810_A00902_B_L001_APMG-37-6	unassigned Alphaproteobacteria family	Bacteria	5107
210810_A00902_B_L001_APMG-37-7	unassigned Alphaproteobacteria family	Bacteria	4805
210810_A00902_B_L001_APMG-37-8	unassigned Alphaproteobacteria family	Bacteria	2405
210810_A00902_B_L001_APMG-37-9	unassigned Alphaproteobacteria family	Bacteria	12524
210810_A00902_B_L002_APMG-38-1	unassigned Alphaproteobacteria family	Bacteria	4850
210810_A00902_B_L002_APMG-38-10	unassigned Alphaproteobacteria family	Bacteria	15756
210810_A00902_B_L002_APMG-38-11	unassigned Alphaproteobacteria family	Bacteria	7
210810_A00902_B_L002_APMG-38-13	unassigned Alphaproteobacteria family	Bacteria	1
210810_A00902_B_L002_APMG-38-14	unassigned Alphaproteobacteria family	Bacteria	7
210810_A00902_B_L002_APMG-38-15	unassigned Alphaproteobacteria family	Bacteria	1817
210810_A00902_B_L002_APMG-38-2	unassigned Alphaproteobacteria family	Bacteria	5786
210810_A00902_B_L002_APMG-38-3	unassigned Alphaproteobacteria family	Bacteria	13996
210810_A00902_B_L002_APMG-38-4	unassigned Alphaproteobacteria family	Bacteria	11339
210810_A00902_B_L002_APMG-38-5	unassigned Alphaproteobacteria family	Bacteria	17699
210810_A00902_B_L002_APMG-38-6	unassigned Alphaproteobacteria family	Bacteria	14
210810_A00902_B_L002_APMG-38-7	unassigned Alphaproteobacteria family	Bacteria	4107
210810_A00902_B_L002_APMG-38-8	unassigned Alphaproteobacteria family	Bacteria	5304
210810_A00902_B_L002_APMG-38-9	unassigned Alphaproteobacteria family	Bacteria	46012
BH193L-1_S22	unassigned Alphaproteobacteria family	Bacteria	27539
BH193L-2_S19	unassigned Alphaproteobacteria family	Bacteria	59583
BH193L-2_S20	unassigned Alphaproteobacteria family	Bacteria	39637
BH193L-3_S20	unassigned Alphaproteobacteria family	Bacteria	2607
BH193L-4_S23	unassigned Alphaproteobacteria family	Bacteria	7159
BH193L-5_S24	unassigned Alphaproteobacteria family	Bacteria	4114
BH194L-1_S25	unassigned Alphaproteobacteria family	Bacteria	3883
BH194L-2_S26	unassigned Alphaproteobacteria family	Bacteria	1276
BH194L-3_S25	unassigned Alphaproteobacteria family	Bacteria	3587
BH194L-4_S16	unassigned Alphaproteobacteria family	Bacteria	4972
BH194L-4_S17	unassigned Alphaproteobacteria family	Bacteria	3034
BH194L-6_S26	unassigned Alphaproteobacteria family	Bacteria	5142
BH194L-7_S17	unassigned Alphaproteobacteria family	Bacteria	17500
BH194L-7_S18	unassigned Alphaproteobacteria family	Bacteria	11356
BH195L-1_S27	unassigned Alphaproteobacteria family	Bacteria	11591
BH195L-2_S18	unassigned Alphaproteobacteria family	Bacteria	40949
BH195L-2_S19	unassigned Alphaproteobacteria family	Bacteria	26032
BH195L-3_S28	unassigned Alphaproteobacteria family	Bacteria	8836
BH195L-4_S29	unassigned Alphaproteobacteria family	Bacteria	12847
EBS12	unassigned Alphaproteobacteria family	Bacteria	3
ELS162S7	unassigned Alphaproteobacteria family	Bacteria	16521
ELS163S8	unassigned Alphaproteobacteria family	Bacteria	9270
ELS165S9	unassigned Alphaproteobacteria family	Bacteria	19519
ELS167S10	unassigned Alphaproteobacteria family	Bacteria	9383
ELS170S11	unassigned Alphaproteobacteria family	Bacteria	44
IE111L-1_S1	unassigned Alphaproteobacteria family	Bacteria	12678
IE111L-2_S2	unassigned Alphaproteobacteria family	Bacteria	14080
IE111L-3_S3	unassigned Alphaproteobacteria family	Bacteria	10490
IE111L-4_S1	unassigned Alphaproteobacteria family	Bacteria	12927
IE111L-5_S5	unassigned Alphaproteobacteria family	Bacteria	10045
IE111L-6_S6	unassigned Alphaproteobacteria family	Bacteria	16722
IE111L-7_S7	unassigned Alphaproteobacteria family	Bacteria	18741
IE112L-1_S9	unassigned Alphaproteobacteria family	Bacteria	16708
IE112L-2_S10	unassigned Alphaproteobacteria family	Bacteria	12254
IE112L-3_S11	unassigned Alphaproteobacteria family	Bacteria	11407
IE112L-4_S17	unassigned Alphaproteobacteria family	Bacteria	10026
IE112L-5_S18	unassigned Alphaproteobacteria family	Bacteria	7453
IE112L-6_S19	unassigned Alphaproteobacteria family	Bacteria	8116
IE112L-7_S12	unassigned Alphaproteobacteria family	Bacteria	3331
IE112L-8_S15	unassigned Alphaproteobacteria family	Bacteria	1
IE113L-1_S13	unassigned Alphaproteobacteria family	Bacteria	10886
IE113L-2_S14	unassigned Alphaproteobacteria family	Bacteria	27838
IE113L-3_S3	unassigned Alphaproteobacteria family	Bacteria	21139
IE113L-4_S4	unassigned Alphaproteobacteria family	Bacteria	14626
IE113L-5_S5	unassigned Alphaproteobacteria family	Bacteria	19332
IE113L-6_S6	unassigned Alphaproteobacteria family	Bacteria	25867
IE113L-7_S7	unassigned Alphaproteobacteria family	Bacteria	22602
IE114L-1_S9	unassigned Alphaproteobacteria family	Bacteria	19494
IE114L-2_S10	unassigned Alphaproteobacteria family	Bacteria	25367
IE114L-3_S11	unassigned Alphaproteobacteria family	Bacteria	14692
IE114L-4_S4	unassigned Alphaproteobacteria family	Bacteria	2
IE114L-5_S2	unassigned Alphaproteobacteria family	Bacteria	9
IE114L-6_S16	unassigned Alphaproteobacteria family	Bacteria	2
IE114L-7_S17	unassigned Alphaproteobacteria family	Bacteria	6
IE115L-3_S19	unassigned Alphaproteobacteria family	Bacteria	5
JK079L-1_S1	unassigned Alphaproteobacteria family	Bacteria	8066
JK079L-10-WDH_S10	unassigned Alphaproteobacteria family	Bacteria	11983
JK079L-11-WDH_S11	unassigned Alphaproteobacteria family	Bacteria	6206
JK079L-12-WDH_S12	unassigned Alphaproteobacteria family	Bacteria	7415
JK079L-13-WDH_S13	unassigned Alphaproteobacteria family	Bacteria	14778
JK079L-14-WDH_S14	unassigned Alphaproteobacteria family	Bacteria	20637
JK079L-15_S15	unassigned Alphaproteobacteria family	Bacteria	3
JK079L-2_S2	unassigned Alphaproteobacteria family	Bacteria	11056
JK079L-3_S3	unassigned Alphaproteobacteria family	Bacteria	5850
JK079L-4_S4	unassigned Alphaproteobacteria family	Bacteria	14827
JK079L-5_S5	unassigned Alphaproteobacteria family	Bacteria	19590
JK079L-6-WDH_S6	unassigned Alphaproteobacteria family	Bacteria	28666
JK079L-7-WDH_S7	unassigned Alphaproteobacteria family	Bacteria	7789
JK079L-8_S8	unassigned Alphaproteobacteria family	Bacteria	7760
JK079L-9_S9	unassigned Alphaproteobacteria family	Bacteria	3516
JK080L-1_S17	unassigned Alphaproteobacteria family	Bacteria	21909
JK080L-10_S26	unassigned Alphaproteobacteria family	Bacteria	6872
JK080L-11_S27	unassigned Alphaproteobacteria family	Bacteria	17437
JK080L-12_S28	unassigned Alphaproteobacteria family	Bacteria	16111
JK080L-13_S29	unassigned Alphaproteobacteria family	Bacteria	16031
JK080L-14_S30	unassigned Alphaproteobacteria family	Bacteria	12728
JK080L-15_S31	unassigned Alphaproteobacteria family	Bacteria	1
JK080L-2_S18	unassigned Alphaproteobacteria family	Bacteria	8256
JK080L-3_S19	unassigned Alphaproteobacteria family	Bacteria	5496
JK080L-4_S20	unassigned Alphaproteobacteria family	Bacteria	10024
JK080L-6_S22	unassigned Alphaproteobacteria family	Bacteria	25414
JK080L-7_S23	unassigned Alphaproteobacteria family	Bacteria	11881
JK080L-8_S24	unassigned Alphaproteobacteria family	Bacteria	11033
JK080L-9_S25	unassigned Alphaproteobacteria family	Bacteria	7309
JK081L-1_S1	unassigned Alphaproteobacteria family	Bacteria	10665
JK081L-10_S10	unassigned Alphaproteobacteria family	Bacteria	1
JK081L-11_S11	unassigned Alphaproteobacteria family	Bacteria	4380
JK081L-12_S12	unassigned Alphaproteobacteria family	Bacteria	20611
JK081L-13_S13	unassigned Alphaproteobacteria family	Bacteria	5428
JK081L-2_S2	unassigned Alphaproteobacteria family	Bacteria	5429
JK081L-3_S3	unassigned Alphaproteobacteria family	Bacteria	1622
JK081L-4_S4	unassigned Alphaproteobacteria family	Bacteria	4170
JK081L-6_S6	unassigned Alphaproteobacteria family	Bacteria	7259
JK081L-7_S7	unassigned Alphaproteobacteria family	Bacteria	19012
JK081L-8_S8	unassigned Alphaproteobacteria family	Bacteria	13864
JK081L-9_S9	unassigned Alphaproteobacteria family	Bacteria	54563
JK105L-6_S21	unassigned Alphaproteobacteria family	Bacteria	11539
JK109L-4_S21	unassigned Alphaproteobacteria family	Bacteria	9928
JK109L-4_S22	unassigned Alphaproteobacteria family	Bacteria	17901
JK109L-5_S30	unassigned Alphaproteobacteria family	Bacteria	20696
JK109L-6_S31	unassigned Alphaproteobacteria family	Bacteria	7409
JK115L-2_S24	unassigned Alphaproteobacteria family	Bacteria	5223
JK115L-4_S23	unassigned Alphaproteobacteria family	Bacteria	6684
JK115L-5_S27	unassigned Alphaproteobacteria family	Bacteria	1
JK136L-2_S2	unassigned Alphaproteobacteria family	Bacteria	20641
JK136L-3_S3	unassigned Alphaproteobacteria family	Bacteria	19128
JK136L-4_S4	unassigned Alphaproteobacteria family	Bacteria	25768
JK136L-5_S5	unassigned Alphaproteobacteria family	Bacteria	17909
JK136L-6_S6	unassigned Alphaproteobacteria family	Bacteria	2324
JK136L-7_S7	unassigned Alphaproteobacteria family	Bacteria	11432
JK137L-1_S9	unassigned Alphaproteobacteria family	Bacteria	4133
JK137L-2_S10	unassigned Alphaproteobacteria family	Bacteria	8112
JK137L-3_S11	unassigned Alphaproteobacteria family	Bacteria	6997
JK137L-4_S12	unassigned Alphaproteobacteria family	Bacteria	7692
JK137L-5_S13	unassigned Alphaproteobacteria family	Bacteria	15962
JK137L-6_S14	unassigned Alphaproteobacteria family	Bacteria	11175
JK137L-7_S15	unassigned Alphaproteobacteria family	Bacteria	4103
JK138L-1_S17	unassigned Alphaproteobacteria family	Bacteria	16730
JK138L-2_S18	unassigned Alphaproteobacteria family	Bacteria	33497
JK138L-3_S19	unassigned Alphaproteobacteria family	Bacteria	30395
JK138L-4_S20	unassigned Alphaproteobacteria family	Bacteria	847
JK138L-6_S22	unassigned Alphaproteobacteria family	Bacteria	33719
JK138L-7_S23	unassigned Alphaproteobacteria family	Bacteria	106976
JoW001L-1_S1	unassigned Alphaproteobacteria family	Bacteria	690
JoW001L-2_S2	unassigned Alphaproteobacteria family	Bacteria	17946
JoW001L-3_S3	unassigned Alphaproteobacteria family	Bacteria	10662
JoW001L-4_S4	unassigned Alphaproteobacteria family	Bacteria	3932
JoW001L-5_S5	unassigned Alphaproteobacteria family	Bacteria	4206
JoW001L-6_S6	unassigned Alphaproteobacteria family	Bacteria	2177
JoW002L-1_S9	unassigned Alphaproteobacteria family	Bacteria	1108
JoW002L-2_S10	unassigned Alphaproteobacteria family	Bacteria	312
JoW002L-3_S11	unassigned Alphaproteobacteria family	Bacteria	1
JoW002L-4_S12	unassigned Alphaproteobacteria family	Bacteria	2729
JoW002L-5_S13	unassigned Alphaproteobacteria family	Bacteria	1032
JoW002L-6_S14	unassigned Alphaproteobacteria family	Bacteria	915
JoW002L-7_S15	unassigned Alphaproteobacteria family	Bacteria	1
JoW003L-1_S17	unassigned Alphaproteobacteria family	Bacteria	2950
JoW003L-2_S18	unassigned Alphaproteobacteria family	Bacteria	1383
JoW003L-3_S19	unassigned Alphaproteobacteria family	Bacteria	2552
JoW003L-4_S20	unassigned Alphaproteobacteria family	Bacteria	4466
JoW003L-5_S21	unassigned Alphaproteobacteria family	Bacteria	1274
JoW003L-6_S22	unassigned Alphaproteobacteria family	Bacteria	1544
JoW004L-1_S25	unassigned Alphaproteobacteria family	Bacteria	1060
JoW004L-2_S26	unassigned Alphaproteobacteria family	Bacteria	304
JoW004L-3_S27	unassigned Alphaproteobacteria family	Bacteria	831
JoW004L-4_S28	unassigned Alphaproteobacteria family	Bacteria	2049
JoW004L-5_S29	unassigned Alphaproteobacteria family	Bacteria	585
JoW004L-6_S30	unassigned Alphaproteobacteria family	Bacteria	2840
JoW005L-1_S33	unassigned Alphaproteobacteria family	Bacteria	21272
JoW005L-2_S34	unassigned Alphaproteobacteria family	Bacteria	77186
JoW005L-3_S35	unassigned Alphaproteobacteria family	Bacteria	2220
JoW005L-4_S36	unassigned Alphaproteobacteria family	Bacteria	2888
JoW005L-5_S37	unassigned Alphaproteobacteria family	Bacteria	4
JoW007L-1_S1	unassigned Alphaproteobacteria family	Bacteria	1183
JoW007L-2_S2	unassigned Alphaproteobacteria family	Bacteria	3021
JoW007L-3_S3	unassigned Alphaproteobacteria family	Bacteria	2464
JoW007L-4_S4	unassigned Alphaproteobacteria family	Bacteria	621
JoW007L-5_S5	unassigned Alphaproteobacteria family	Bacteria	1056
JoW007L-6_S6	unassigned Alphaproteobacteria family	Bacteria	678
StB097L-01_S1	unassigned Alphaproteobacteria family	Bacteria	17987
StB097L-02_S2	unassigned Alphaproteobacteria family	Bacteria	18679
StB097L-03_S3	unassigned Alphaproteobacteria family	Bacteria	20847
StB097L-04_S4	unassigned Alphaproteobacteria family	Bacteria	11893
StB097L-05_S5	unassigned Alphaproteobacteria family	Bacteria	14199
StB097L-06_S6	unassigned Alphaproteobacteria family	Bacteria	20472
StB097L-07_S7	unassigned Alphaproteobacteria family	Bacteria	27
StB097L-08_S8	unassigned Alphaproteobacteria family	Bacteria	2
StB106L-01_S9	unassigned Alphaproteobacteria family	Bacteria	10725
StB106L-02_S10	unassigned Alphaproteobacteria family	Bacteria	13379
StB106L-04_S12	unassigned Alphaproteobacteria family	Bacteria	16611
StB106L-05_S13	unassigned Alphaproteobacteria family	Bacteria	17734
StB106L-06_S14	unassigned Alphaproteobacteria family	Bacteria	13
StB106L-08_S16	unassigned Alphaproteobacteria family	Bacteria	1
StB108L-01_S17	unassigned Alphaproteobacteria family	Bacteria	11676
StB108L-02_S18	unassigned Alphaproteobacteria family	Bacteria	12304
StB108L-03_S19	unassigned Alphaproteobacteria family	Bacteria	14415
StB108L-04_S20	unassigned Alphaproteobacteria family	Bacteria	4
StB108L-05_S21	unassigned Alphaproteobacteria family	Bacteria	15863
StB108L-06_S22	unassigned Alphaproteobacteria family	Bacteria	55
StB108L-07_S23	unassigned Alphaproteobacteria family	Bacteria	101716
StB109L-01_S25	unassigned Alphaproteobacteria family	Bacteria	7252
StB109L-02_S26	unassigned Alphaproteobacteria family	Bacteria	7645
StB109L-04_S28	unassigned Alphaproteobacteria family	Bacteria	1330
StB109L-05_S29	unassigned Alphaproteobacteria family	Bacteria	12966
StB109L-06_S30	unassigned Alphaproteobacteria family	Bacteria	33491
StB109L-07_S31	unassigned Alphaproteobacteria family	Bacteria	22
StB109L-08_S32	unassigned Alphaproteobacteria family	Bacteria	1
WJ192L-1_S29	unassigned Alphaproteobacteria family	Bacteria	3220
WJ192L-3_S30	unassigned Alphaproteobacteria family	Bacteria	1941
WJ192L-4_S31	unassigned Alphaproteobacteria family	Bacteria	1981
WJ192L-5_S32	unassigned Alphaproteobacteria family	Bacteria	2968
WJ192L-6_S33	unassigned Alphaproteobacteria family	Bacteria	5
WJ192L-7_S34	unassigned Alphaproteobacteria family	Bacteria	9
WJ194L-2_S22	unassigned Alphaproteobacteria family	Bacteria	1727
WJ194L-3_S23	unassigned Alphaproteobacteria family	Bacteria	1090
WJ194L-4_S24	unassigned Alphaproteobacteria family	Bacteria	1677
WJ194L-5_S25	unassigned Alphaproteobacteria family	Bacteria	1402
WJ194L-6_S26	unassigned Alphaproteobacteria family	Bacteria	1884
WJ194L-7_S27	unassigned Alphaproteobacteria family	Bacteria	44
WJ195L-1_S17	unassigned Alphaproteobacteria family	Bacteria	2469
WJ195L-5_S18	unassigned Alphaproteobacteria family	Bacteria	629
WJ195L-7_S19	unassigned Alphaproteobacteria family	Bacteria	7
WJ196L-1_S1	unassigned Alphaproteobacteria family	Bacteria	8
WJ196L-10_S10	unassigned Alphaproteobacteria family	Bacteria	4918
WJ196L-11_S11	unassigned Alphaproteobacteria family	Bacteria	3072
WJ196L-12_S12	unassigned Alphaproteobacteria family	Bacteria	2267
WJ196L-13_S13	unassigned Alphaproteobacteria family	Bacteria	2250
WJ196L-14_S14	unassigned Alphaproteobacteria family	Bacteria	2580
WJ196L-15_S15	unassigned Alphaproteobacteria family	Bacteria	1614
WJ196L-2_S2	unassigned Alphaproteobacteria family	Bacteria	11
WJ196L-3_S3	unassigned Alphaproteobacteria family	Bacteria	10
WJ196L-4_S4	unassigned Alphaproteobacteria family	Bacteria	2292
WJ196L-5_S5	unassigned Alphaproteobacteria family	Bacteria	2930
WJ196L-6_S6	unassigned Alphaproteobacteria family	Bacteria	7661
WJ196L-7_S7	unassigned Alphaproteobacteria family	Bacteria	4961
WJ196L-8_S8	unassigned Alphaproteobacteria family	Bacteria	4641
WJ196L-9_S9	unassigned Alphaproteobacteria family	Bacteria	6281
