sample	genus	superkingdom	taxonReads
210810_A00902_B_L002_APMG-38-4	Iodobacter	Bacteria	16
210810_A00902_B_L002_APMG-38-5	Iodobacter	Bacteria	46
210810_A00902_B_L002_APMG-38-7	Iodobacter	Bacteria	9
210810_A00902_B_L002_APMG-38-8	Iodobacter	Bacteria	7
210810_A00902_B_L002_APMG-38-9	Iodobacter	Bacteria	38
BH193L-1_S22	Iodobacter	Bacteria	6
BH193L-2_S19	Iodobacter	Bacteria	15
BH193L-2_S20	Iodobacter	Bacteria	6
BH193L-3_S20	Iodobacter	Bacteria	33
BH193L-4_S23	Iodobacter	Bacteria	10
BH193L-5_S24	Iodobacter	Bacteria	21
BH194L-1_S25	Iodobacter	Bacteria	56
BH194L-2_S26	Iodobacter	Bacteria	22
BH194L-4_S16	Iodobacter	Bacteria	17
BH194L-4_S17	Iodobacter	Bacteria	15
BH194L-6_S26	Iodobacter	Bacteria	20
BH194L-7_S17	Iodobacter	Bacteria	6
BH194L-7_S18	Iodobacter	Bacteria	10
BH195L-1_S27	Iodobacter	Bacteria	18
BH195L-2_S18	Iodobacter	Bacteria	15
BH195L-2_S19	Iodobacter	Bacteria	9
BH195L-3_S28	Iodobacter	Bacteria	20
BH195L-4_S29	Iodobacter	Bacteria	41
ELS162S7	Iodobacter	Bacteria	22
ELS163S8	Iodobacter	Bacteria	19
ELS165S9	Iodobacter	Bacteria	8
ELS167S10	Iodobacter	Bacteria	133
IE111L-1_S1	Iodobacter	Bacteria	19
IE111L-2_S2	Iodobacter	Bacteria	13
IE111L-3_S3	Iodobacter	Bacteria	93
IE111L-4_S1	Iodobacter	Bacteria	4
IE111L-5_S5	Iodobacter	Bacteria	19
IE111L-6_S6	Iodobacter	Bacteria	15
IE111L-7_S7	Iodobacter	Bacteria	11
IE112L-1_S9	Iodobacter	Bacteria	17
IE112L-2_S10	Iodobacter	Bacteria	10
IE112L-3_S11	Iodobacter	Bacteria	9
IE112L-4_S17	Iodobacter	Bacteria	5
IE112L-5_S18	Iodobacter	Bacteria	9
IE112L-6_S19	Iodobacter	Bacteria	23
IE112L-7_S12	Iodobacter	Bacteria	53
IE113L-1_S13	Iodobacter	Bacteria	58
IE113L-2_S14	Iodobacter	Bacteria	10
IE113L-3_S3	Iodobacter	Bacteria	14
IE113L-4_S4	Iodobacter	Bacteria	23
IE113L-5_S5	Iodobacter	Bacteria	21
IE113L-6_S6	Iodobacter	Bacteria	11
IE113L-7_S7	Iodobacter	Bacteria	22
IE114L-1_S9	Iodobacter	Bacteria	22
IE114L-2_S10	Iodobacter	Bacteria	20
IE114L-3_S11	Iodobacter	Bacteria	15
JK079L-1_S1	Iodobacter	Bacteria	21
JK079L-10-WDH_S10	Iodobacter	Bacteria	8
JK079L-11-WDH_S11	Iodobacter	Bacteria	4
JK079L-12-WDH_S12	Iodobacter	Bacteria	1
JK079L-13-WDH_S13	Iodobacter	Bacteria	6
JK079L-14-WDH_S14	Iodobacter	Bacteria	2
JK079L-2_S2	Iodobacter	Bacteria	27
JK079L-3_S3	Iodobacter	Bacteria	12
JK079L-4_S4	Iodobacter	Bacteria	2
JK079L-5_S5	Iodobacter	Bacteria	6
JK079L-6-WDH_S6	Iodobacter	Bacteria	14
JK079L-7-WDH_S7	Iodobacter	Bacteria	7
JK079L-8_S8	Iodobacter	Bacteria	13
JK079L-9_S9	Iodobacter	Bacteria	20
JK080L-1_S17	Iodobacter	Bacteria	4
JK080L-10_S26	Iodobacter	Bacteria	55
JK080L-11_S27	Iodobacter	Bacteria	4
JK080L-12_S28	Iodobacter	Bacteria	26
JK080L-13_S29	Iodobacter	Bacteria	61
JK080L-14_S30	Iodobacter	Bacteria	54
JK080L-2_S18	Iodobacter	Bacteria	10
JK080L-3_S19	Iodobacter	Bacteria	33
JK080L-4_S20	Iodobacter	Bacteria	47
JK080L-6_S22	Iodobacter	Bacteria	24
JK080L-7_S23	Iodobacter	Bacteria	2
JK080L-8_S24	Iodobacter	Bacteria	1
JK080L-9_S25	Iodobacter	Bacteria	45
JK081L-1_S1	Iodobacter	Bacteria	69
JK081L-11_S11	Iodobacter	Bacteria	2
JK081L-12_S12	Iodobacter	Bacteria	7
JK081L-13_S13	Iodobacter	Bacteria	23
JK081L-2_S2	Iodobacter	Bacteria	36
JK081L-3_S3	Iodobacter	Bacteria	8
JK081L-4_S4	Iodobacter	Bacteria	4
JK081L-6_S6	Iodobacter	Bacteria	12
JK081L-7_S7	Iodobacter	Bacteria	3
JK081L-8_S8	Iodobacter	Bacteria	2
JK081L-9_S9	Iodobacter	Bacteria	3
JK105L-6_S21	Iodobacter	Bacteria	206
JK109L-4_S21	Iodobacter	Bacteria	14
JK109L-4_S22	Iodobacter	Bacteria	26
JK109L-5_S30	Iodobacter	Bacteria	14
JK109L-6_S31	Iodobacter	Bacteria	19
JK115L-2_S24	Iodobacter	Bacteria	14
JK115L-4_S23	Iodobacter	Bacteria	11
JK136L-2_S2	Iodobacter	Bacteria	5
JK136L-3_S3	Iodobacter	Bacteria	7
JK136L-4_S4	Iodobacter	Bacteria	9
JK136L-5_S5	Iodobacter	Bacteria	24
JK136L-6_S6	Iodobacter	Bacteria	22
JK136L-7_S7	Iodobacter	Bacteria	13
JK137L-1_S9	Iodobacter	Bacteria	5
JK137L-2_S10	Iodobacter	Bacteria	4
JK137L-3_S11	Iodobacter	Bacteria	8
JK137L-4_S12	Iodobacter	Bacteria	9
JK137L-5_S13	Iodobacter	Bacteria	23
JK137L-6_S14	Iodobacter	Bacteria	11
JK137L-7_S15	Iodobacter	Bacteria	1
JK138L-1_S17	Iodobacter	Bacteria	7
JK138L-2_S18	Iodobacter	Bacteria	6
JK138L-3_S19	Iodobacter	Bacteria	3
JK138L-4_S20	Iodobacter	Bacteria	5
JK138L-6_S22	Iodobacter	Bacteria	19
JK138L-7_S23	Iodobacter	Bacteria	2
JoW001L-1_S1	Iodobacter	Bacteria	45
JoW001L-2_S2	Iodobacter	Bacteria	56
JoW001L-3_S3	Iodobacter	Bacteria	17
JoW001L-4_S4	Iodobacter	Bacteria	48
JoW001L-5_S5	Iodobacter	Bacteria	23
JoW001L-6_S6	Iodobacter	Bacteria	87
JoW002L-1_S9	Iodobacter	Bacteria	4
JoW002L-2_S10	Iodobacter	Bacteria	12
JoW002L-4_S12	Iodobacter	Bacteria	23
JoW002L-5_S13	Iodobacter	Bacteria	24
JoW002L-6_S14	Iodobacter	Bacteria	38
JoW003L-1_S17	Iodobacter	Bacteria	4
JoW003L-2_S18	Iodobacter	Bacteria	24
JoW003L-3_S19	Iodobacter	Bacteria	11
JoW003L-4_S20	Iodobacter	Bacteria	22
JoW003L-5_S21	Iodobacter	Bacteria	17
JoW003L-6_S22	Iodobacter	Bacteria	11
JoW004L-1_S25	Iodobacter	Bacteria	12
JoW004L-2_S26	Iodobacter	Bacteria	23
JoW004L-3_S27	Iodobacter	Bacteria	9
JoW004L-4_S28	Iodobacter	Bacteria	3
JoW004L-6_S30	Iodobacter	Bacteria	1
JoW005L-1_S33	Iodobacter	Bacteria	75
JoW005L-2_S34	Iodobacter	Bacteria	13
JoW005L-3_S35	Iodobacter	Bacteria	13
JoW005L-4_S36	Iodobacter	Bacteria	20
JoW007L-1_S1	Iodobacter	Bacteria	1
JoW007L-2_S2	Iodobacter	Bacteria	13
JoW007L-3_S3	Iodobacter	Bacteria	5
JoW007L-4_S4	Iodobacter	Bacteria	20
JoW007L-5_S5	Iodobacter	Bacteria	3
JoW007L-6_S6	Iodobacter	Bacteria	2
StB097L-01_S1	Iodobacter	Bacteria	13
StB097L-02_S2	Iodobacter	Bacteria	14
StB097L-03_S3	Iodobacter	Bacteria	8
StB097L-04_S4	Iodobacter	Bacteria	4
StB097L-05_S5	Iodobacter	Bacteria	11
StB097L-06_S6	Iodobacter	Bacteria	9
StB106L-01_S9	Iodobacter	Bacteria	1
StB106L-02_S10	Iodobacter	Bacteria	2
StB106L-04_S12	Iodobacter	Bacteria	10
StB106L-05_S13	Iodobacter	Bacteria	2
StB108L-01_S17	Iodobacter	Bacteria	5
StB108L-02_S18	Iodobacter	Bacteria	20
StB108L-03_S19	Iodobacter	Bacteria	9
StB108L-05_S21	Iodobacter	Bacteria	24
StB108L-07_S23	Iodobacter	Bacteria	3
StB109L-01_S25	Iodobacter	Bacteria	3
StB109L-02_S26	Iodobacter	Bacteria	8
StB109L-04_S28	Iodobacter	Bacteria	2
StB109L-05_S29	Iodobacter	Bacteria	9
StB109L-06_S30	Iodobacter	Bacteria	14
WJ192L-1_S29	Iodobacter	Bacteria	7
WJ192L-3_S30	Iodobacter	Bacteria	1
WJ192L-4_S31	Iodobacter	Bacteria	1
WJ192L-5_S32	Iodobacter	Bacteria	1
WJ194L-2_S22	Iodobacter	Bacteria	13
WJ194L-4_S24	Iodobacter	Bacteria	1
WJ195L-1_S17	Iodobacter	Bacteria	1
WJ196L-10_S10	Iodobacter	Bacteria	3
WJ196L-11_S11	Iodobacter	Bacteria	1
WJ196L-4_S4	Iodobacter	Bacteria	10
WJ196L-5_S5	Iodobacter	Bacteria	11
WJ196L-6_S6	Iodobacter	Bacteria	15
WJ196L-7_S7	Iodobacter	Bacteria	162
WJ196L-8_S8	Iodobacter	Bacteria	3
WJ196L-9_S9	Iodobacter	Bacteria	11
191011_SND405_A_L007_APMG-6-1	Pelagibacter	Bacteria	323
191011_SND405_A_L007_APMG-6-2	Pelagibacter	Bacteria	668
191011_SND405_A_L007_APMG-6-3	Pelagibacter	Bacteria	304
191011_SND405_A_L007_APMG-6-4	Pelagibacter	Bacteria	1053
191011_SND405_A_L007_APMG-6-5	Pelagibacter	Bacteria	13
191011_SND405_A_L007_APMG-6-6	Pelagibacter	Bacteria	127
200313_A00902_A_L001_APMG-8-1	Pelagibacter	Bacteria	1026
200313_A00902_A_L001_APMG-8-10	Pelagibacter	Bacteria	266
200313_A00902_A_L001_APMG-8-11	Pelagibacter	Bacteria	187
200313_A00902_A_L001_APMG-8-12	Pelagibacter	Bacteria	299
200313_A00902_A_L001_APMG-8-2	Pelagibacter	Bacteria	812
200313_A00902_A_L001_APMG-8-3	Pelagibacter	Bacteria	1060
200313_A00902_A_L001_APMG-8-4	Pelagibacter	Bacteria	2867
200313_A00902_A_L001_APMG-8-5	Pelagibacter	Bacteria	1660
200313_A00902_A_L001_APMG-8-6	Pelagibacter	Bacteria	183
200313_A00902_A_L001_APMG-8-8	Pelagibacter	Bacteria	55
200313_A00902_A_L001_APMG-8-9	Pelagibacter	Bacteria	202
200313_A00902_A_L002_APMG-9-1	Pelagibacter	Bacteria	250
200313_A00902_A_L002_APMG-9-10	Pelagibacter	Bacteria	62
200313_A00902_A_L002_APMG-9-11	Pelagibacter	Bacteria	39
200313_A00902_A_L002_APMG-9-2	Pelagibacter	Bacteria	192
200313_A00902_A_L002_APMG-9-3	Pelagibacter	Bacteria	153
200313_A00902_A_L002_APMG-9-5	Pelagibacter	Bacteria	199
200313_A00902_A_L002_APMG-9-6	Pelagibacter	Bacteria	159
200313_A00902_A_L002_APMG-9-7	Pelagibacter	Bacteria	115
200313_A00902_A_L002_APMG-9-8	Pelagibacter	Bacteria	185
200313_A00902_A_L002_APMG-9-9	Pelagibacter	Bacteria	52
201118_A00902_B_L1-2_APMG_19_1	Pelagibacter	Bacteria	2
201118_A00902_B_L1-2_APMG_19_10	Pelagibacter	Bacteria	1
201118_A00902_B_L1-2_APMG_19_11	Pelagibacter	Bacteria	1
201118_A00902_B_L1-2_APMG_19_12	Pelagibacter	Bacteria	6
201118_A00902_B_L1-2_APMG_19_13	Pelagibacter	Bacteria	3
201118_A00902_B_L1-2_APMG_19_15	Pelagibacter	Bacteria	3
201118_A00902_B_L1-2_APMG_19_16	Pelagibacter	Bacteria	5
201118_A00902_B_L1-2_APMG_19_17	Pelagibacter	Bacteria	6
201118_A00902_B_L1-2_APMG_19_2	Pelagibacter	Bacteria	2
201118_A00902_B_L1-2_APMG_19_3	Pelagibacter	Bacteria	1
201118_A00902_B_L1-2_APMG_19_5	Pelagibacter	Bacteria	3
201118_A00902_B_L1-2_APMG_19_8	Pelagibacter	Bacteria	5
201118_A00902_B_L1-2_APMG_19_9	Pelagibacter	Bacteria	4
210810_A00902_B_L001_APMG-37-1	Pelagibacter	Bacteria	2
210810_A00902_B_L001_APMG-37-10	Pelagibacter	Bacteria	2
210810_A00902_B_L001_APMG-37-3	Pelagibacter	Bacteria	2
210810_A00902_B_L001_APMG-37-4	Pelagibacter	Bacteria	1
210810_A00902_B_L001_APMG-37-6	Pelagibacter	Bacteria	2
210810_A00902_B_L001_APMG-37-7	Pelagibacter	Bacteria	4
210810_A00902_B_L001_APMG-37-8	Pelagibacter	Bacteria	2
210810_A00902_B_L001_APMG-37-9	Pelagibacter	Bacteria	3
210810_A00902_B_L002_APMG-38-10	Pelagibacter	Bacteria	1
210810_A00902_B_L002_APMG-38-5	Pelagibacter	Bacteria	1
210810_A00902_B_L002_APMG-38-7	Pelagibacter	Bacteria	4
210810_A00902_B_L002_APMG-38-9	Pelagibacter	Bacteria	3
BH193L-2_S19	Pelagibacter	Bacteria	1
BH194L-2_S26	Pelagibacter	Bacteria	1
BH194L-4_S16	Pelagibacter	Bacteria	2
BH194L-4_S17	Pelagibacter	Bacteria	1
BH195L-1_S27	Pelagibacter	Bacteria	1
BH195L-3_S28	Pelagibacter	Bacteria	2
BH195L-4_S29	Pelagibacter	Bacteria	1
ELS162S7	Pelagibacter	Bacteria	6
ELS163S8	Pelagibacter	Bacteria	1
ELS165S9	Pelagibacter	Bacteria	7
ELS167S10	Pelagibacter	Bacteria	3
IE111L-1_S1	Pelagibacter	Bacteria	1
IE111L-2_S2	Pelagibacter	Bacteria	2
IE111L-3_S3	Pelagibacter	Bacteria	8
IE111L-4_S1	Pelagibacter	Bacteria	3
IE111L-5_S5	Pelagibacter	Bacteria	6
IE111L-7_S7	Pelagibacter	Bacteria	3
IE112L-1_S9	Pelagibacter	Bacteria	6
IE112L-2_S10	Pelagibacter	Bacteria	4
IE112L-3_S11	Pelagibacter	Bacteria	6
IE112L-4_S17	Pelagibacter	Bacteria	5
IE112L-5_S18	Pelagibacter	Bacteria	2
IE112L-6_S19	Pelagibacter	Bacteria	3
IE113L-1_S13	Pelagibacter	Bacteria	3
IE113L-2_S14	Pelagibacter	Bacteria	9
IE113L-3_S3	Pelagibacter	Bacteria	4
IE113L-4_S4	Pelagibacter	Bacteria	4
IE113L-5_S5	Pelagibacter	Bacteria	1
IE113L-6_S6	Pelagibacter	Bacteria	6
IE113L-7_S7	Pelagibacter	Bacteria	3
IE114L-1_S9	Pelagibacter	Bacteria	5
IE114L-2_S10	Pelagibacter	Bacteria	6
IE114L-3_S11	Pelagibacter	Bacteria	1
JK079L-10-WDH_S10	Pelagibacter	Bacteria	1
JK079L-12-WDH_S12	Pelagibacter	Bacteria	1
JK079L-13-WDH_S13	Pelagibacter	Bacteria	1
JK079L-4_S4	Pelagibacter	Bacteria	1
JK079L-5_S5	Pelagibacter	Bacteria	1
JK079L-6-WDH_S6	Pelagibacter	Bacteria	1
JK079L-7-WDH_S7	Pelagibacter	Bacteria	1
JK079L-8_S8	Pelagibacter	Bacteria	1
JK079L-9_S9	Pelagibacter	Bacteria	3
JK080L-11_S27	Pelagibacter	Bacteria	1
JK080L-14_S30	Pelagibacter	Bacteria	1
JK080L-4_S20	Pelagibacter	Bacteria	1
JK080L-9_S25	Pelagibacter	Bacteria	1
JK081L-1_S1	Pelagibacter	Bacteria	1
JK081L-11_S11	Pelagibacter	Bacteria	3
JK081L-12_S12	Pelagibacter	Bacteria	3
JK081L-2_S2	Pelagibacter	Bacteria	5
JK081L-3_S3	Pelagibacter	Bacteria	1
JK081L-4_S4	Pelagibacter	Bacteria	1
JK081L-6_S6	Pelagibacter	Bacteria	1
JK081L-7_S7	Pelagibacter	Bacteria	1
JK081L-8_S8	Pelagibacter	Bacteria	1
JK081L-9_S9	Pelagibacter	Bacteria	1
JK105L-6_S21	Pelagibacter	Bacteria	4
JK109L-4_S21	Pelagibacter	Bacteria	1
JK109L-4_S22	Pelagibacter	Bacteria	2
JK109L-6_S31	Pelagibacter	Bacteria	1
JK115L-2_S24	Pelagibacter	Bacteria	1
JK115L-4_S23	Pelagibacter	Bacteria	3
JK136L-2_S2	Pelagibacter	Bacteria	12947
JK136L-3_S3	Pelagibacter	Bacteria	26619
JK136L-4_S4	Pelagibacter	Bacteria	6962
JK136L-5_S5	Pelagibacter	Bacteria	10879
JK136L-6_S6	Pelagibacter	Bacteria	452
JK136L-7_S7	Pelagibacter	Bacteria	829
JK137L-1_S9	Pelagibacter	Bacteria	819
JK137L-2_S10	Pelagibacter	Bacteria	287
JK137L-3_S11	Pelagibacter	Bacteria	673
JK137L-4_S12	Pelagibacter	Bacteria	970
JK137L-5_S13	Pelagibacter	Bacteria	672
JK137L-6_S14	Pelagibacter	Bacteria	1203
JK137L-7_S15	Pelagibacter	Bacteria	961
JK138L-1_S17	Pelagibacter	Bacteria	922
JK138L-2_S18	Pelagibacter	Bacteria	828
JK138L-3_S19	Pelagibacter	Bacteria	1754
JK138L-4_S20	Pelagibacter	Bacteria	1907
JK138L-6_S22	Pelagibacter	Bacteria	568
JK138L-7_S23	Pelagibacter	Bacteria	405
JoW001L-1_S1	Pelagibacter	Bacteria	54
JoW001L-2_S2	Pelagibacter	Bacteria	31
JoW001L-3_S3	Pelagibacter	Bacteria	104
JoW001L-4_S4	Pelagibacter	Bacteria	53
JoW001L-5_S5	Pelagibacter	Bacteria	83
JoW001L-6_S6	Pelagibacter	Bacteria	64
JoW002L-1_S9	Pelagibacter	Bacteria	56
JoW002L-2_S10	Pelagibacter	Bacteria	87
JoW002L-4_S12	Pelagibacter	Bacteria	160
JoW002L-5_S13	Pelagibacter	Bacteria	205
JoW002L-6_S14	Pelagibacter	Bacteria	434
JoW003L-1_S17	Pelagibacter	Bacteria	276
JoW003L-2_S18	Pelagibacter	Bacteria	134
JoW003L-3_S19	Pelagibacter	Bacteria	57
JoW003L-4_S20	Pelagibacter	Bacteria	24
JoW003L-5_S21	Pelagibacter	Bacteria	39
JoW003L-6_S22	Pelagibacter	Bacteria	50
JoW004L-1_S25	Pelagibacter	Bacteria	17
JoW004L-2_S26	Pelagibacter	Bacteria	28
JoW004L-3_S27	Pelagibacter	Bacteria	47
JoW004L-4_S28	Pelagibacter	Bacteria	60
JoW004L-5_S29	Pelagibacter	Bacteria	27
JoW004L-6_S30	Pelagibacter	Bacteria	124
JoW005L-1_S33	Pelagibacter	Bacteria	86
JoW005L-2_S34	Pelagibacter	Bacteria	255
JoW005L-3_S35	Pelagibacter	Bacteria	513
JoW005L-4_S36	Pelagibacter	Bacteria	636
JoW007L-1_S1	Pelagibacter	Bacteria	54
JoW007L-2_S2	Pelagibacter	Bacteria	114
JoW007L-3_S3	Pelagibacter	Bacteria	136
JoW007L-4_S4	Pelagibacter	Bacteria	104
JoW007L-5_S5	Pelagibacter	Bacteria	64
JoW007L-6_S6	Pelagibacter	Bacteria	33
StB097L-01_S1	Pelagibacter	Bacteria	254574
StB097L-02_S2	Pelagibacter	Bacteria	4176
StB097L-03_S3	Pelagibacter	Bacteria	473
StB097L-04_S4	Pelagibacter	Bacteria	968
StB097L-05_S5	Pelagibacter	Bacteria	2230
StB097L-06_S6	Pelagibacter	Bacteria	726
StB106L-01_S9	Pelagibacter	Bacteria	27
StB106L-02_S10	Pelagibacter	Bacteria	115
StB106L-04_S12	Pelagibacter	Bacteria	10204
StB106L-05_S13	Pelagibacter	Bacteria	2584
StB108L-01_S17	Pelagibacter	Bacteria	836
StB108L-02_S18	Pelagibacter	Bacteria	674
StB108L-03_S19	Pelagibacter	Bacteria	966
StB108L-05_S21	Pelagibacter	Bacteria	283
StB108L-07_S23	Pelagibacter	Bacteria	253
StB109L-01_S25	Pelagibacter	Bacteria	1989
StB109L-02_S26	Pelagibacter	Bacteria	2720
StB109L-04_S28	Pelagibacter	Bacteria	1727
StB109L-05_S29	Pelagibacter	Bacteria	1183
StB109L-06_S30	Pelagibacter	Bacteria	414
WJ192L-1_S29	Pelagibacter	Bacteria	1
WJ192L-5_S32	Pelagibacter	Bacteria	2
WJ194L-2_S22	Pelagibacter	Bacteria	1
WJ194L-3_S23	Pelagibacter	Bacteria	1
WJ194L-6_S26	Pelagibacter	Bacteria	3
WJ195L-1_S17	Pelagibacter	Bacteria	2
WJ195L-5_S18	Pelagibacter	Bacteria	1
WJ196L-11_S11	Pelagibacter	Bacteria	1
WJ196L-12_S12	Pelagibacter	Bacteria	2
WJ196L-7_S7	Pelagibacter	Bacteria	1
WJ196L-9_S9	Pelagibacter	Bacteria	2
191011_SND405_A_L007_APMG-6-1	Polynucleobacter	Bacteria	130
191011_SND405_A_L007_APMG-6-2	Polynucleobacter	Bacteria	116
191011_SND405_A_L007_APMG-6-3	Polynucleobacter	Bacteria	40
191011_SND405_A_L007_APMG-6-4	Polynucleobacter	Bacteria	47
191011_SND405_A_L007_APMG-6-5	Polynucleobacter	Bacteria	27
191011_SND405_A_L007_APMG-6-6	Polynucleobacter	Bacteria	53
200313_A00902_A_L001_APMG-8-1	Polynucleobacter	Bacteria	171
200313_A00902_A_L001_APMG-8-10	Polynucleobacter	Bacteria	110
200313_A00902_A_L001_APMG-8-11	Polynucleobacter	Bacteria	162
200313_A00902_A_L001_APMG-8-12	Polynucleobacter	Bacteria	206
200313_A00902_A_L001_APMG-8-2	Polynucleobacter	Bacteria	172
200313_A00902_A_L001_APMG-8-3	Polynucleobacter	Bacteria	108
200313_A00902_A_L001_APMG-8-4	Polynucleobacter	Bacteria	25
200313_A00902_A_L001_APMG-8-5	Polynucleobacter	Bacteria	13
200313_A00902_A_L001_APMG-8-6	Polynucleobacter	Bacteria	313
200313_A00902_A_L001_APMG-8-8	Polynucleobacter	Bacteria	94
200313_A00902_A_L001_APMG-8-9	Polynucleobacter	Bacteria	275
200313_A00902_A_L002_APMG-9-1	Polynucleobacter	Bacteria	278
200313_A00902_A_L002_APMG-9-10	Polynucleobacter	Bacteria	53
200313_A00902_A_L002_APMG-9-11	Polynucleobacter	Bacteria	24
200313_A00902_A_L002_APMG-9-2	Polynucleobacter	Bacteria	248
200313_A00902_A_L002_APMG-9-3	Polynucleobacter	Bacteria	416
200313_A00902_A_L002_APMG-9-5	Polynucleobacter	Bacteria	73
200313_A00902_A_L002_APMG-9-6	Polynucleobacter	Bacteria	157
200313_A00902_A_L002_APMG-9-7	Polynucleobacter	Bacteria	75
200313_A00902_A_L002_APMG-9-8	Polynucleobacter	Bacteria	86
200313_A00902_A_L002_APMG-9-9	Polynucleobacter	Bacteria	56
201118_A00902_B_L1-2_APMG_19_1	Polynucleobacter	Bacteria	147923
201118_A00902_B_L1-2_APMG_19_10	Polynucleobacter	Bacteria	1914
201118_A00902_B_L1-2_APMG_19_11	Polynucleobacter	Bacteria	19050
201118_A00902_B_L1-2_APMG_19_12	Polynucleobacter	Bacteria	61
201118_A00902_B_L1-2_APMG_19_13	Polynucleobacter	Bacteria	101
201118_A00902_B_L1-2_APMG_19_14	Polynucleobacter	Bacteria	155
201118_A00902_B_L1-2_APMG_19_15	Polynucleobacter	Bacteria	493
201118_A00902_B_L1-2_APMG_19_16	Polynucleobacter	Bacteria	165
201118_A00902_B_L1-2_APMG_19_17	Polynucleobacter	Bacteria	11571
201118_A00902_B_L1-2_APMG_19_18	Polynucleobacter	Bacteria	15
201118_A00902_B_L1-2_APMG_19_19	Polynucleobacter	Bacteria	2
201118_A00902_B_L1-2_APMG_19_2	Polynucleobacter	Bacteria	131260
201118_A00902_B_L1-2_APMG_19_20	Polynucleobacter	Bacteria	1
201118_A00902_B_L1-2_APMG_19_21	Polynucleobacter	Bacteria	14
201118_A00902_B_L1-2_APMG_19_22	Polynucleobacter	Bacteria	1
201118_A00902_B_L1-2_APMG_19_3	Polynucleobacter	Bacteria	15307
201118_A00902_B_L1-2_APMG_19_4	Polynucleobacter	Bacteria	17
201118_A00902_B_L1-2_APMG_19_5	Polynucleobacter	Bacteria	197
201118_A00902_B_L1-2_APMG_19_6	Polynucleobacter	Bacteria	502
201118_A00902_B_L1-2_APMG_19_7	Polynucleobacter	Bacteria	172
201118_A00902_B_L1-2_APMG_19_8	Polynucleobacter	Bacteria	2138
201118_A00902_B_L1-2_APMG_19_9	Polynucleobacter	Bacteria	1822
210810_A00902_B_L001_APMG-37-1	Polynucleobacter	Bacteria	3587
210810_A00902_B_L001_APMG-37-10	Polynucleobacter	Bacteria	145
210810_A00902_B_L001_APMG-37-11	Polynucleobacter	Bacteria	185
210810_A00902_B_L001_APMG-37-12	Polynucleobacter	Bacteria	2
210810_A00902_B_L001_APMG-37-13	Polynucleobacter	Bacteria	1
210810_A00902_B_L001_APMG-37-15	Polynucleobacter	Bacteria	2
210810_A00902_B_L001_APMG-37-2	Polynucleobacter	Bacteria	13422
210810_A00902_B_L001_APMG-37-3	Polynucleobacter	Bacteria	445
210810_A00902_B_L001_APMG-37-4	Polynucleobacter	Bacteria	281
210810_A00902_B_L001_APMG-37-5	Polynucleobacter	Bacteria	10
210810_A00902_B_L001_APMG-37-6	Polynucleobacter	Bacteria	624
210810_A00902_B_L001_APMG-37-7	Polynucleobacter	Bacteria	65
210810_A00902_B_L001_APMG-37-8	Polynucleobacter	Bacteria	559
210810_A00902_B_L001_APMG-37-9	Polynucleobacter	Bacteria	147
210810_A00902_B_L002_APMG-38-1	Polynucleobacter	Bacteria	117
210810_A00902_B_L002_APMG-38-10	Polynucleobacter	Bacteria	503
210810_A00902_B_L002_APMG-38-11	Polynucleobacter	Bacteria	1
210810_A00902_B_L002_APMG-38-15	Polynucleobacter	Bacteria	16
210810_A00902_B_L002_APMG-38-2	Polynucleobacter	Bacteria	141
210810_A00902_B_L002_APMG-38-3	Polynucleobacter	Bacteria	259
210810_A00902_B_L002_APMG-38-4	Polynucleobacter	Bacteria	3595
210810_A00902_B_L002_APMG-38-5	Polynucleobacter	Bacteria	1212
210810_A00902_B_L002_APMG-38-7	Polynucleobacter	Bacteria	116
210810_A00902_B_L002_APMG-38-8	Polynucleobacter	Bacteria	70
210810_A00902_B_L002_APMG-38-9	Polynucleobacter	Bacteria	20300
BH193L-1_S22	Polynucleobacter	Bacteria	2607
BH193L-2_S19	Polynucleobacter	Bacteria	7866
BH193L-2_S20	Polynucleobacter	Bacteria	5465
BH193L-3_S20	Polynucleobacter	Bacteria	855
BH193L-4_S23	Polynucleobacter	Bacteria	9274
BH193L-5_S24	Polynucleobacter	Bacteria	277
BH194L-1_S25	Polynucleobacter	Bacteria	563
BH194L-2_S26	Polynucleobacter	Bacteria	244
BH194L-3_S25	Polynucleobacter	Bacteria	70
BH194L-4_S16	Polynucleobacter	Bacteria	461
BH194L-4_S17	Polynucleobacter	Bacteria	317
BH194L-6_S26	Polynucleobacter	Bacteria	138
BH194L-7_S17	Polynucleobacter	Bacteria	487
BH194L-7_S18	Polynucleobacter	Bacteria	334
BH195L-1_S27	Polynucleobacter	Bacteria	223
BH195L-2_S18	Polynucleobacter	Bacteria	170
BH195L-2_S19	Polynucleobacter	Bacteria	96
BH195L-3_S28	Polynucleobacter	Bacteria	2902
BH195L-4_S29	Polynucleobacter	Bacteria	998
ELS162S7	Polynucleobacter	Bacteria	61
ELS163S8	Polynucleobacter	Bacteria	42
ELS165S9	Polynucleobacter	Bacteria	59
ELS167S10	Polynucleobacter	Bacteria	106
IE111L-1_S1	Polynucleobacter	Bacteria	77
IE111L-2_S2	Polynucleobacter	Bacteria	76
IE111L-3_S3	Polynucleobacter	Bacteria	106
IE111L-4_S1	Polynucleobacter	Bacteria	110
IE111L-5_S5	Polynucleobacter	Bacteria	86
IE111L-6_S6	Polynucleobacter	Bacteria	55
